User,Review Year,Ratings,Review
James,2023,5,
Rob Ross,2023,5,
Manuel Alvarez,2023,5,
Ricky,2023,5,
Itzel h.,2022,5,
Gerardo Esparza,2022,5,
carol kolisnek,2023,5,
Justin Sired,2023,5,
Ismael,2022,5,
Jorge Niebla,2022,5,
alvaro tovar alvarez,2022,5,
Jose Salaya,2022,5,
Priyanth,2023,4,
Andrés Velázquez Diamamtino,2022,5,
Roberto,2022,4,
Adonnis,2022,5,
Luis Iván,2022,5,
Jorge R.,2022,5,
Angelo S.,2022,5,
peter,2021,4,
ManuelMuñoz,2022,5,
Areeba Khan,2022,5,
Cliente de Amazon,2022,5,
Gerardo cruz,2022,5,
Jorge Andrés Moreno Martínez,2022,5,
Jimmy,2023,5,
Lee,2023,4,
mscuddly,2023,4,
Chenelle Moore,2023,5,
Edgardo Mancillas González,2022,4,
Donovan331,2020,5,
Diana,2023,5,
Víctor Justo,2022,5,
Susan Tabone,2023,5,
Nathan,2022,4,
BC Coast guy,2023,5,
Shakib,2022,5,
Wm.,2022,5,
Luc Pelletier,2023,5,
TripleR,2023,5,
David,2022,5,
Miguel Ángel,2022,5,
Ricardo Fuentes Vargas,2022,5,
Amazon Customer,2022,5,
MarquisDeSang,2022,4,
Darius Kearnan,2022,5,
William am OBrien,2022,4,
Alejandro Arzate,2022,5,
Chad MacLean,2022,5,
richard claude jean,2022,5,
Joshua whitelaw,2022,5,
Trevor Debruyn,2022,5,
Brady King,2022,5,
Hélène P.,2022,5,
Ugur Cem Decdeli,2023,5,
Ghislain Laberge,2022,5,
BOUQUINET Thierry,2022,5,
Flopy,2022,4,
Zackary Varey,2022,4,
Frog Husband,2022,5,
Mephiskapheles6,2022,4,
Felix Walker,2022,5,
Ann Labelle,2022,5,
khoiman,2022,4,
Liam J.P.R.,2022,5,
Courtney Hines,2022,5,
serge,2022,5,
Jared,2022,5,
James,2022,5,
HeyHellbaby,2022,5,
Daniel Gagnon,2022,5,
Rodrigo Amador Márquez,2022,5,
Victor Sarmiento,2022,5,
Adam,2022,3,
william,2022,5,
Vijay Ramkissoon,2020,4,
Amazon Customer,2022,5,
A Canadian Person,2020,5,
leo Pons,2022,5,
Cliente de Amazon,2022,5,
Red,2020,5,
Lorenzo Ouellet,2022,5,
Dave Armstrong,2022,5,
Cornell,2022,5,
Rick,2022,5,
Michael m,2022,5,
Crinkcant,2021,5,
Saul Rojas,2022,5,
Carlin,2022,5,
Daniel,2022,5,
Amazon Customer,2020,5,
Alan Roberto,2022,5,
Amazon Customer,2022,5,
Alex Z,2022,5,
Tom Ridsdale,2022,5,
Howie Love,2020,5,
Annie,2022,5,
Travis Plugoway,2022,5,
Kane Comeau,2021,4,
Mike,2022,5,
Mark E,2022,5,
Nic V,2022,5,
Terra Rooker,2022,5,
Héctor Bello,2022,5,
Amazon Customer,2022,5,
Michel,2022,4,
Vivek Mistry,2022,5,
Client d'Amazon,2022,4,
Erik Alberto Ponce Durán,2022,5,
Eclipse,2022,5,
Bukszz,2022,5,
Ibrahym,2022,5,
Sergio López,2022,5,
Pinz,2020,5,
SynthSwan,2022,5,
HomeDaddy,2020,5,
U of T Statistics,2022,3,
Micheal Snyder,2022,5,
Ruben,2022,5,
Solid ice43,2022,5,
Changho Eugene Joe,2022,5,
bear,2020,5,
Tommy Ouyang,2022,5,
Rod Senger,2022,5,
Martin,2022,5,
Mauricio Dias Mendes,2022,5,
Skies 13,2022,5,
Patrick Brunk,2022,5,
Nathaniel Currie,2022,5,
C.Man,2022,5,
jennifer,2022,5,
NLFreezeDried,2021,5,
Freedom Lemay,2022,5,
Josue Rivera,2021,5,
Avi,2021,4,
Grayson,2022,5,
justin,2022,5,
Jacques JR Duteau,2022,5,
MS,2020,5,
Amazon Customer,2022,5,
Jesse,2022,5,
Jay,2022,5,
Ryan Mark,2022,5,
joshua Zavitz,2020,5,
Chelsey Young,2022,5,
Amazon Customer,2021,4,
johny pogo,2022,5,
Marilyn Scott,2022,5,
Ahmed Savvy Reviewer,2021,5,
Sang,2021,5,
Adeel S,2021,3,
Catherine Juneau,2022,5,
TDot2020,2020,5,
Brendyn,2020,5,
Andre Tremblay,2022,5,
DKaiser,2022,5,
Ye Old Lazy Buyer,2020,5,
Evan,2021,5,
Alexandre B.,2022,5,
Anthony,2022,5,
Mike Tomson,2021,5,
Joshua,2021,5,
Melissa Montgomery,2022,5,
Karen,2023,2,
Vincent,2022,5,
ekim1129,2022,5,
Jay,2021,5,
Constantino,2021,5,
weywey,2022,5,
Kevin Collin,2022,5,
Reviewermanperson,2021,5,
Jamie,2020,4,
Dave,2022,5,
Marco,2022,5,
Samuel,2022,5,
Lynda,2022,5,
Evan B.,2022,5,
Alex,2022,5,
Simon Cinq-Mars,2022,5,
Jean-Marc Roussel,2022,5,
Nate G,2022,5,
Anastasios P.,2022,5,
Wendel Fisher,2020,5,
Jenny Leigh,2022,5,
Brennan,2022,5,
Kevin Mackenzie,2021,4,
Ilyas Farhat,2022,5,
Muhammad,2022,5,
wyattearp38,2022,5,
James Bergamin,2020,5,
Kaellum Friesen,2022,5,
S Pirani,2021,5,
Craig S Mooney,2022,5,
Carter,2020,5,
Travis,2020,5,
Quinn Amero,2022,5,
Devin,2022,5,
Amazon Customer,2020,5,
Jimmy Short,2020,5,
Andre VU,2021,4,
Dave,2022,5,
DAVID E. HARROP,2020,4,
Brad,2021,5,
Justin,2021,5,
Ash,2020,5,
Bob D,2021,5,
joelcannell,2022,2,
P. Michaud,2023,1,
MARC-ERIC TREMBLAY,2022,5,
Ubaidullah Niaz,2020,5,
Mitch,2022,5,
Kevin,2021,5,
Patrick M,2021,5,
SM,2022,1,
Allie B,2020,5,
Denzil,2021,4,
Mojomojo,2021,2,
Jarvie,2021,5,
Will,2021,5,
Andre Bruce,2021,5,
Amazon Customer,2020,5,
Spencer,2020,4,
Xavier,2022,2,
Ashar,2021,5,
Ryan Fontyn,2020,5,
Julianne,2020,4,
Jay800r,2021,5,
Max,2022,5,
alekshi,2020,4,
Pierre Leboeuf,2021,5,
Mat,2020,5,
Todd M,2020,5,
Simon,2020,5,
Ashton,2021,5,
Fletcher,2021,5,
Jc,2021,5,
Eliminator Performance,2020,5,
Amazon Customer,2020,5,
Alex,2021,5,
Elaine,2020,5,
Tyler Bickford,2021,5,
nathan lau,2020,4,
Yash Srivastava,2020,5,
Garry,2021,5,
Human man,2020,5,
2Pac,2021,5,
Shahid Hussain,2021,5,
D,2021,5,
Hope,2021,5,
Trevor Ouellette,2020,5,
Cliente de Amazon,2020,5,
Trevor C,2021,5,
Noah Potter,2021,5,
Noone,2021,4,
Amazon Customer,2020,4,
Osato Agbaire,2020,5,
Amazon Customer,2020,5,
Alex,2021,5,
dreadfm,2023,1,
Tommy,2021,5,
Stephen,2021,5,
AF,2021,5,
Mayo,2021,5,
Dean J Tetz,2021,5,
Tim,2020,5,
Marc olivier lalande,2021,3,
Roktar,2020,5,
Edward Prygiel,2020,5,
Malcolm,2020,5,
Robert B Longhurst,2020,5,
Cory,2020,5,
François-Yves Nadeau,2021,5,
Milo,2020,4,
Shane Murphy,2020,5,
Daniel,2020,5,
@Vape_Rips,2020,5,
Shane Nguyen,2020,5,
M.M,2021,5,
Brandon,2020,5,
Darryl,2021,5,
Travis,2021,5,
TL,2021,5,
Félix Lapointe,2021,5,
Kevin,2021,5,
Genny Dubuc,2021,5,
Smit,2020,5,
Chris,2020,5,
David,2021,5,
Mark Hemz,2020,5,
Margherita Oriana Astudillo Esposito,2020,5,
Steve,2021,5,
Amazon Customer,2021,5,
Amazon Customer,2020,5,
kevin,2021,5,
Tristan Gillespie,2021,5,
kenny,2020,4,
Industrial Firefighter,2021,5,
Richard Stellini,2021,5,
Champion87,2020,5,
Mike P.,2020,5,
scott ellis,2021,5,
Daniel,2020,5,
jeff behrns,2021,5,
Amazon Customer,2020,5,
Amazon Customer,2021,5,
Amazon Customer,2020,5,
Ranj-1989,2021,5,
Eric G.,2020,5,
cheyenne,2020,5,
louis-philippe cote,2020,5,
Jefferson,2020,5,
Alsahili,2022,2,
Richard,2021,5,
Starman,2021,5,
Joel Davis,2020,5,
Amazon Customer,2020,5,
Amazon Customer,2020,5,
Wrymouth,2021,5,
Usman S.,2020,5,
ACS,2021,5,
cyrus,2021,5,
Dakota,2021,5,
johanne m armstrong,2020,5,
Gail Brooks,2020,5,
Adam Patton,2020,5,
Brian,2021,5,
dave stinson,2020,5,
Amazon Customer,2020,5,
Jonathan Thivierge,2020,5,
Client d'Amazon,2021,5,
Nicholas Greenan,2020,5,
Jean-patrick breau,2020,5,
ayor,2020,5,
Ty,2021,5,
Mostafa,2020,5,
Avenash,2021,5,
Britt,2020,5,
Ryan Mannerow,2020,5,
amrit,2020,5,
D,2021,5,
Laz,2020,5,
Darian,2021,1,
Scott,2020,5,
Tejpal,2020,5,
Melissa Jolivet,2021,5,
christian,2020,5,
Stefano,2020,5,
Amazon Customer,2020,5,
Miguel Angel Espinosa,2020,5,
Charles,2020,5,
Adam Kelner,2021,5,
Zachary,2020,5,
Jean-Yves Ouellet,2020,5,
James S,2020,5,
MountainMan,2020,5,
Amazonripped me,2020,5,
Will B,2020,5,
AH,2020,5,
Darren P.,2020,5,
Gianluca,2020,5,
Jhonathan Chumo,2021,5,
Charles tremblay,2020,5,
jared,2020,5,
Michael,2020,5,
Jason Correia,2021,5,
Leonardo Gabriel da Silva,2020,5,
Jerome Desjardins,2020,5,
Adrian James,2020,5,
Sam,2020,5,
Adam Berk,2020,5,
Jason,2021,5,
Amazon Customer,2020,5,
Adam LeBlanc,2020,5,
Alexandre fortin,2020,5,
Jeremy,2020,5,
sabin lapointe,2020,5,
Maxime lelandais,2020,5,
Xiaotao Q.,2020,5,
Detective #28974,2020,3,
Tzigane,2023,1,
Kipfross,2020,3,
Amazon Customer,2022,1,
Damian,2021,5,
Blake,2022,1,
Simar,2022,1,
Blake Fera,2021,1,
Manuel M.,2023,1,
Charette Andre,2020,2,
Tood Scholefield,2022,1,
Dale Lakusta,2021,2,
Gerald,2022,1,
Francisco Gerardo de la Garza Tamez,2021,5,
Cole,2022,1,
Raphaël,2022,1,
Aaron Patterson,2020,1,
Rabih,2020,1,
Amazon Customer,2021,1,
karl lalonde,2020,1,
Eric,2021,1,
Patrick,2020,1,
chatti,2021,1,
Nothing,2021,1,
Juan,2022,1,
edgar pereda gomez,2021,1,
